dist_no,dist_lo,dist_med,dist_hi,dist_empirical
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
0,0,0,0,NA
